nif,modelo,ejercicio,casilla,valor
C88598977,200,2024,C00279,0.0
C58009699,200,2024,C00255,29054057.0
C58009699,200,2024,C00500,4358108.55
C58009699,200,2024,C00032,2905405.7
C58009699,200,2024,C00033,43581085.5
C58009699,200,2024,C00195,11621622.799999999
C58009699,200,2024,C00296,581081.14
C58009699,200,2024,C00279,0.0
N50446607,200,2024,C00255,11390965.0
N50446607,200,2024,C00500,1708644.75
N50446607,200,2024,C00032,1139096.5
N50446607,200,2024,C00033,17086447.5
N50446607,200,2024,C00195,4556386.0
N50446607,200,2024,C00296,227819.30000000002
N50446607,200,2024,C00279,0.0
N68743898,200,2024,C00255,40901814.0
N68743898,200,2024,C00500,6135272.1
N68743898,200,2024,C00032,4090181.4000000004
N68743898,200,2024,C00033,61352721.0
N68743898,200,2024,C00195,16360725.6
N68743898,200,2024,C00296,818036.28
N68743898,200,2024,C00279,2045090.7000000002
R98680762,200,2024,C00255,11570031.0
R98680762,200,2024,C00500,1735504.65
R98680762,200,2024,C00032,1157003.1
R98680762,200,2024,C00033,17355046.5
R98680762,200,2024,C00195,4628012.399999999
R98680762,200,2024,C00296,231400.62
R98680762,200,2024,C00279,0.0
V30981381,200,2024,C00255,35294097.0
V30981381,200,2024,C00500,5294114.55
V30981381,200,2024,C00032,3529409.7
V30981381,200,2024,C00033,52941145.5
V30981381,200,2024,C00195,14117638.8
V30981381,200,2024,C00296,705881.9400000001
V30981381,200,2024,C00279,0.0
E62478133,200,2024,C00255,35147870.0
E62478133,200,2024,C00500,5272180.5
E62478133,200,2024,C00032,3514787.0
E62478133,200,2024,C00033,52721805.0
E62478133,200,2024,C00195,14059148.0
E62478133,200,2024,C00296,702957.4
E62478133,200,2024,C00279,1757393.5
E50004466,200,2024,C00255,32905027.0
E50004466,200,2024,C00500,4935754.05
E50004466,200,2024,C00032,3290502.7
E50004466,200,2024,C00033,49357540.5
E50004466,200,2024,C00195,13162010.8
E50004466,200,2024,C00296,658100.54
E50004466,200,2024,C00279,1645251.35
A84292758,200,2024,C00255,46163219.0
A84292758,200,2024,C00500,6924482.85
A84292758,200,2024,C00032,4616321.9
A84292758,200,2024,C00033,69244828.5
A84292758,200,2024,C00195,18465287.599999998
A84292758,200,2024,C00296,923264.38
A84292758,200,2024,C00279,0.0
D15606696,200,2024,C00255,6439327.0
D15606696,200,2024,C00500,965899.0499999999
D15606696,200,2024,C00032,643932.7000000001
D15606696,200,2024,C00033,9658990.5
D15606696,200,2024,C00195,2575730.8
D15606696,200,2024,C00296,128786.54000000001
D15606696,200,2024,C00279,0.0
R82095327,200,2024,C00255,7620525.0
R82095327,200,2024,C00500,1143078.75
R82095327,200,2024,C00032,762052.5
R82095327,200,2024,C00033,11430787.5
R82095327,200,2024,C00195,3048210.0
R82095327,200,2024,C00296,152410.5
R82095327,200,2024,C00279,0.0
N38192821,200,2024,C00255,14289229.0
N38192821,200,2024,C00500,2143384.35
N38192821,200,2024,C00032,1428922.9000000001
N38192821,200,2024,C00033,21433843.5
N38192821,200,2024,C00195,5715691.6
N38192821,200,2024,C00296,285784.58
N38192821,200,2024,C00279,714461.4500000001
G65385548,200,2024,C00255,22401332.0
G65385548,200,2024,C00500,3360199.8
G65385548,200,2024,C00032,2240133.2
G65385548,200,2024,C00033,33601998.0
G65385548,200,2024,C00195,8960532.799999999
G65385548,200,2024,C00296,448026.64
G65385548,200,2024,C00279,0.0
F34695085,200,2024,C00255,5572931.0
F34695085,200,2024,C00500,835939.65
F34695085,200,2024,C00032,557293.1
F34695085,200,2024,C00033,8359396.5
F34695085,200,2024,C00195,2229172.4
F34695085,200,2024,C00296,111458.62
F34695085,200,2024,C00279,0.0
J36082023,200,2024,C00255,21101541.0
J36082023,200,2024,C00500,3165231.15
J36082023,200,2024,C00032,2110154.1
J36082023,200,2024,C00033,31652311.5
J36082023,200,2024,C00195,8440616.4
J36082023,200,2024,C00296,422030.82
J36082023,200,2024,C00279,0.0
F86140729,200,2024,C00255,31221735.0
F86140729,200,2024,C00500,4683260.25
F86140729,200,2024,C00032,3122173.5
F86140729,200,2024,C00033,46832602.5
F86140729,200,2024,C00195,12488694.0
F86140729,200,2024,C00296,624434.7000000001
F86140729,200,2024,C00279,0.0
U96526748,200,2024,C00255,31671041.0
U96526748,200,2024,C00500,4750656.149999999
U96526748,200,2024,C00032,3167104.1
U96526748,200,2024,C00033,47506561.5
U96526748,200,2024,C00195,12668416.4
U96526748,200,2024,C00296,633420.8200000001
U96526748,200,2024,C00279,0.0
N19041276,200,2024,C00255,46454233.0
N19041276,200,2024,C00500,6968134.95
N19041276,200,2024,C00032,4645423.3
N19041276,200,2024,C00033,69681349.5
N19041276,200,2024,C00195,18581693.2
N19041276,200,2024,C00296,929084.66
N19041276,200,2024,C00279,2322711.65
D36496940,200,2024,C00255,37413398.0
D36496940,200,2024,C00500,5612009.7
D36496940,200,2024,C00032,3741339.8000000003
D36496940,200,2024,C00033,56120097.0
D36496940,200,2024,C00195,14965359.2
D36496940,200,2024,C00296,748267.96
D36496940,200,2024,C00279,1870669.9000000001
P57934299,200,2024,C00255,47668757.0
P57934299,200,2024,C00500,7150313.55
P57934299,200,2024,C00032,4766875.7
P57934299,200,2024,C00033,71503135.5
P57934299,200,2024,C00195,19067502.8
P57934299,200,2024,C00296,953375.14
P57934299,200,2024,C00279,0.0
H23427820,200,2024,C00255,22894825.0
H23427820,200,2024,C00500,3434223.75
H23427820,200,2024,C00032,2289482.5
H23427820,200,2024,C00033,34342237.5
H23427820,200,2024,C00195,9157930.0
H23427820,200,2024,C00296,457896.5
H23427820,200,2024,C00279,1144741.25
C35970938,200,2024,C00255,32228382.0
C35970938,200,2024,C00500,4834257.3
C35970938,200,2024,C00032,3222838.2
C35970938,200,2024,C00033,48342573.0
C35970938,200,2024,C00195,12891352.799999999
C35970938,200,2024,C00296,644567.64
C35970938,200,2024,C00279,1611419.1
V70484679,200,2024,C00255,47033537.0
V70484679,200,2024,C00500,7055030.55
V70484679,200,2024,C00032,4703353.7
V70484679,200,2024,C00033,70550305.5
V70484679,200,2024,C00195,18813414.799999997
V70484679,200,2024,C00296,940670.74
V70484679,200,2024,C00279,2351676.85
N88405961,200,2024,C00255,14591973.0
N88405961,200,2024,C00500,2188795.9499999997
N88405961,200,2024,C00032,1459197.3
N88405961,200,2024,C00033,21887959.5
N88405961,200,2024,C00195,5836789.2
N88405961,200,2024,C00296,291839.46
N88405961,200,2024,C00279,0.0
Q52457517,200,2024,C00255,25295198.0
Q52457517,200,2024,C00500,3794279.6999999997
Q52457517,200,2024,C00032,2529519.8000000003
Q52457517,200,2024,C00033,37942797.0
Q52457517,200,2024,C00195,10118079.2
Q52457517,200,2024,C00296,505903.96
Q52457517,200,2024,C00279,1264759.9000000001
F10648524,200,2024,C00255,10473232.0
F10648524,200,2024,C00500,1000.0
F10648524,200,2024,C00032,5000.0
F10648524,200,2024,C00033,15709848.0
F10648524,200,2024,C00195,0.0
F10648524,200,2024,C00296,0.0
F10648524,200,2024,C00279,0.0
H39732676,200,2024,C00255,34226220.0
H39732676,200,2024,C00500,5133933.0
H39732676,200,2024,C00032,3422622.0
H39732676,200,2024,C00033,51339330.0
H39732676,200,2024,C00195,13690488.0
H39732676,200,2024,C00296,684524.4
H39732676,200,2024,C00279,1711311.0
J58249394,200,2024,C00255,32284865.0
J58249394,200,2024,C00500,4842729.75
J58249394,200,2024,C00032,3228486.5
J58249394,200,2024,C00033,48427297.5
J58249394,200,2024,C00195,12913946.0
J58249394,200,2024,C00296,645697.3
J58249394,200,2024,C00279,0.0
P74418331,200,2024,C00255,34262741.0
P74418331,200,2024,C00500,5139411.149999999
P74418331,200,2024,C00032,3426274.1
P74418331,200,2024,C00033,51394111.5
P74418331,200,2024,C00195,13705096.4
P74418331,200,2024,C00296,685254.8200000001
P74418331,200,2024,C00279,1713137.05
U58149482,200,2024,C00255,20970302.0
U58149482,200,2024,C00500,1000.0
U58149482,200,2024,C00032,5000.0
U58149482,200,2024,C00033,31455453.0
U58149482,200,2024,C00195,0.0
U58149482,200,2024,C00296,0.0
U58149482,200,2024,C00279,0.0
V84044139,200,2024,C00255,7369970.0
V84044139,200,2024,C00500,2947988.0
V84044139,200,2024,C00032,1000.0
V84044139,200,2024,C00033,11054955.0
V84044139,200,2024,C00195,736997.0
V84044139,200,2024,C00296,294798.8
V84044139,200,2024,C00279,147399.4
F96644469,200,2024,C00255,44214450.0
F96644469,200,2024,C00500,6632167.5
F96644469,200,2024,C00032,4421445.0
F96644469,200,2024,C00033,66321675.0
F96644469,200,2024,C00195,17685780.0
F96644469,200,2024,C00296,884289.0
F96644469,200,2024,C00279,0.0
J28790705,200,2024,C00255,69176320.0
J28790705,200,2024,C00500,27670528.0
J28790705,200,2024,C00032,1000.0
J28790705,200,2024,C00033,103764480.0
J28790705,200,2024,C00195,6917632.0
J28790705,200,2024,C00296,2767052.8000000003
J28790705,200,2024,C00279,1383526.4000000001
J94103363,200,2024,C00255,9367875.0
J94103363,200,2024,C00500,1405181.25
J94103363,200,2024,C00032,936787.5
J94103363,200,2024,C00033,14051812.5
J94103363,200,2024,C00195,3747150.0
J94103363,200,2024,C00296,187357.5
J94103363,200,2024,C00279,0.0
C12500515,200,2024,C00255,32095631.0
C12500515,200,2024,C00500,4814344.649999999
C12500515,200,2024,C00032,3209563.1
C12500515,200,2024,C00033,48143446.5
C12500515,200,2024,C00195,12838252.399999999
C12500515,200,2024,C00296,641912.62
C12500515,200,2024,C00279,0.0
R89193333,200,2024,C00255,3722156.0
R89193333,200,2024,C00500,558323.4
R89193333,200,2024,C00032,372215.60000000003
R89193333,200,2024,C00033,5583234.0
R89193333,200,2024,C00195,1488862.4
R89193333,200,2024,C00296,74443.12
R89193333,200,2024,C00279,0.0
B84033693,200,2024,C00255,14444616.0
B84033693,200,2024,C00500,2166692.4
B84033693,200,2024,C00032,1444461.6
B84033693,200,2024,C00033,21666924.0
B84033693,200,2024,C00195,5777846.399999999
B84033693,200,2024,C00296,288892.32
B84033693,200,2024,C00279,722230.8
V97766064,200,2024,C00255,36114279.0
V97766064,200,2024,C00500,5417141.85
V97766064,200,2024,C00032,3611427.9000000004
V97766064,200,2024,C00033,54171418.5
V97766064,200,2024,C00195,14445711.599999998
V97766064,200,2024,C00296,722285.58
V97766064,200,2024,C00279,0.0
Q62680236,200,2024,C00255,15443667.0
Q62680236,200,2024,C00500,2316550.05
Q62680236,200,2024,C00032,1544366.7000000002
Q62680236,200,2024,C00033,23165500.5
Q62680236,200,2024,C00195,6177466.8
Q62680236,200,2024,C00296,308873.34
Q62680236,200,2024,C00279,0.0
N27969238,200,2024,C00255,10534560.0
N27969238,200,2024,C00500,1580184.0
N27969238,200,2024,C00032,1053456.0
N27969238,200,2024,C00033,15801840.0
N27969238,200,2024,C00195,4213824.0
N27969238,200,2024,C00296,210691.2
N27969238,200,2024,C00279,526728.0
W78506338,200,2024,C00255,12102498.0
W78506338,200,2024,C00500,4840999.2
W78506338,200,2024,C00032,1000.0
W78506338,200,2024,C00033,18153747.0
W78506338,200,2024,C00195,1210249.8
W78506338,200,2024,C00296,484099.92000000004
W78506338,200,2024,C00279,242049.96
R58837208,200,2024,C00255,18717630.0
R58837208,200,2024,C00500,2807644.5
R58837208,200,2024,C00032,1871763.0
R58837208,200,2024,C00033,28076445.0
R58837208,200,2024,C00195,7487052.0
R58837208,200,2024,C00296,374352.60000000003
R58837208,200,2024,C00279,0.0
H92414513,200,2024,C00255,18807342.0
H92414513,200,2024,C00500,2821101.3
H92414513,200,2024,C00032,1880734.2000000002
H92414513,200,2024,C00033,28211013.0
H92414513,200,2024,C00195,7522936.8
H92414513,200,2024,C00296,376146.84
H92414513,200,2024,C00279,0.0
W28840235,200,2024,C00255,49166127.0
W28840235,200,2024,C00500,7374919.05
W28840235,200,2024,C00032,4916612.7
W28840235,200,2024,C00033,73749190.5
W28840235,200,2024,C00195,19666450.8
W28840235,200,2024,C00296,983322.54
W28840235,200,2024,C00279,2458306.35
F34044459,200,2024,C00255,35325484.0
F34044459,200,2024,C00500,5298822.6
F34044459,200,2024,C00032,3532548.4000000004
F34044459,200,2024,C00033,52988226.0
F34044459,200,2024,C00195,14130193.6
F34044459,200,2024,C00296,706509.68
F34044459,200,2024,C00279,0.0
V58156722,200,2024,C00255,4531801.0
V58156722,200,2024,C00500,1000.0
V58156722,200,2024,C00032,5000.0
V58156722,200,2024,C00033,6797701.5
V58156722,200,2024,C00195,0.0
V58156722,200,2024,C00296,0.0
V58156722,200,2024,C00279,0.0
H75450221,200,2024,C00255,28383713.0
H75450221,200,2024,C00500,4257556.95
H75450221,200,2024,C00032,2838371.3000000003
H75450221,200,2024,C00033,42575569.5
H75450221,200,2024,C00195,11353485.2
H75450221,200,2024,C00296,567674.26
H75450221,200,2024,C00279,0.0
C45481411,200,2024,C00255,24252583.0
C45481411,200,2024,C00500,3637887.4499999997
C45481411,200,2024,C00032,2425258.3000000003
C45481411,200,2024,C00033,36378874.5
C45481411,200,2024,C00195,9701033.2
C45481411,200,2024,C00296,485051.66000000003
C45481411,200,2024,C00279,1212629.1500000001
H15745651,200,2024,C00255,47783544.0
H15745651,200,2024,C00500,7167531.6
H15745651,200,2024,C00032,4778354.4
H15745651,200,2024,C00033,71675316.0
H15745651,200,2024,C00195,19113417.599999998
H15745651,200,2024,C00296,955670.88
H15745651,200,2024,C00279,0.0
W58486337,200,2024,C00255,785039.0
W58486337,200,2024,C00500,117755.84999999999
W58486337,200,2024,C00032,78503.90000000001
W58486337,200,2024,C00033,1177558.5
W58486337,200,2024,C00195,314015.6
W58486337,200,2024,C00296,15700.78
W58486337,200,2024,C00279,39251.950000000004
V71021210,200,2024,C00255,49473285.0
V71021210,200,2024,C00500,7420992.75
V71021210,200,2024,C00032,4947328.5
V71021210,200,2024,C00033,74209927.5
V71021210,200,2024,C00195,19789314.0
V71021210,200,2024,C00296,989465.7000000001
V71021210,200,2024,C00279,0.0
B97043518,200,2024,C00255,975486.0
B97043518,200,2024,C00500,1000.0
B97043518,200,2024,C00032,5000.0
B97043518,200,2024,C00033,1463229.0
B97043518,200,2024,C00195,0.0
B97043518,200,2024,C00296,0.0
B97043518,200,2024,C00279,0.0
D79977486,200,2024,C00255,8661794.0
D79977486,200,2024,C00500,1299269.0999999999
D79977486,200,2024,C00032,866179.4
D79977486,200,2024,C00033,12992691.0
D79977486,200,2024,C00195,3464717.6
D79977486,200,2024,C00296,173235.88
D79977486,200,2024,C00279,433089.7
J87662596,200,2024,C00255,14049090.0
J87662596,200,2024,C00500,2107363.5
J87662596,200,2024,C00032,1404909.0
J87662596,200,2024,C00033,21073635.0
J87662596,200,2024,C00195,5619635.999999999
J87662596,200,2024,C00296,280981.8
J87662596,200,2024,C00279,0.0
R97734815,200,2024,C00255,18689035.0
R97734815,200,2024,C00500,2803355.25
R97734815,200,2024,C00032,1868903.5
R97734815,200,2024,C00033,28033552.5
R97734815,200,2024,C00195,7475614.0
R97734815,200,2024,C00296,373780.7
R97734815,200,2024,C00279,934451.75
Q88876916,200,2024,C00255,46799619.0
Q88876916,200,2024,C00500,7019942.85
Q88876916,200,2024,C00032,4679961.9
Q88876916,200,2024,C00033,70199428.5
Q88876916,200,2024,C00195,18719847.599999998
Q88876916,200,2024,C00296,935992.38
Q88876916,200,2024,C00279,0.0
W43767356,200,2024,C00255,8904719.0
W43767356,200,2024,C00500,1000.0
W43767356,200,2024,C00032,5000.0
W43767356,200,2024,C00033,13357078.5
W43767356,200,2024,C00195,0.0
W43767356,200,2024,C00296,0.0
W43767356,200,2024,C00279,0.0
H79306247,200,2024,C00255,8863377.0
H79306247,200,2024,C00500,1329506.55
H79306247,200,2024,C00032,886337.7000000001
H79306247,200,2024,C00033,13295065.5
H79306247,200,2024,C00195,3545350.8
H79306247,200,2024,C00296,177267.54
H79306247,200,2024,C00279,443168.85000000003
Q56309454,200,2024,C00255,33522027.0
Q56309454,200,2024,C00500,5028304.05
Q56309454,200,2024,C00032,3352202.7
Q56309454,200,2024,C00033,50283040.5
Q56309454,200,2024,C00195,13408810.8
Q56309454,200,2024,C00296,670440.54
Q56309454,200,2024,C00279,1676101.35
V91095825,200,2024,C00255,8635718.0
V91095825,200,2024,C00500,1295357.7
V91095825,200,2024,C00032,863571.8
V91095825,200,2024,C00033,12953577.0
V91095825,200,2024,C00195,3454287.2
V91095825,200,2024,C00296,172714.36000000002
V91095825,200,2024,C00279,0.0
W28652010,200,2024,C00255,7028011.0
W28652010,200,2024,C00500,1054201.65
W28652010,200,2024,C00032,702801.1000000001
W28652010,200,2024,C00033,10542016.5
W28652010,200,2024,C00195,2811204.4
W28652010,200,2024,C00296,140560.22
W28652010,200,2024,C00279,351400.55000000005
F40868838,200,2024,C00255,48274254.0
F40868838,200,2024,C00500,7241138.1
F40868838,200,2024,C00032,4827425.4
F40868838,200,2024,C00033,72411381.0
F40868838,200,2024,C00195,19309701.6
F40868838,200,2024,C00296,965485.0800000001
F40868838,200,2024,C00279,0.0
W96366021,200,2024,C00255,8867288.0
W96366021,200,2024,C00500,1330093.2
W96366021,200,2024,C00032,886728.8
W96366021,200,2024,C00033,13300932.0
W96366021,200,2024,C00195,3546915.2
W96366021,200,2024,C00296,177345.76
W96366021,200,2024,C00279,443364.4
G30164926,200,2024,C00255,28146719.0
G30164926,200,2024,C00500,4222007.85
G30164926,200,2024,C00032,2814671.9000000004
G30164926,200,2024,C00033,42220078.5
G30164926,200,2024,C00195,11258687.6
G30164926,200,2024,C00296,562934.38
G30164926,200,2024,C00279,0.0
F58616740,200,2024,C00255,3256454.0
F58616740,200,2024,C00500,488468.1
F58616740,200,2024,C00032,325645.4
F58616740,200,2024,C00033,4884681.0
F58616740,200,2024,C00195,1302581.5999999999
F58616740,200,2024,C00296,65129.08
F58616740,200,2024,C00279,0.0
H65648506,200,2024,C00255,26666579.0
H65648506,200,2024,C00500,3999986.8499999996
H65648506,200,2024,C00032,2666657.9000000004
H65648506,200,2024,C00033,39999868.5
H65648506,200,2024,C00195,10666631.599999998
H65648506,200,2024,C00296,533331.58
H65648506,200,2024,C00279,1333328.9500000002
D74628070,200,2024,C00255,45880454.0
D74628070,200,2024,C00500,6882068.1
D74628070,200,2024,C00032,4588045.4
D74628070,200,2024,C00033,68820681.0
D74628070,200,2024,C00195,18352181.6
D74628070,200,2024,C00296,917609.0800000001
D74628070,200,2024,C00279,2294022.7
V38280205,200,2024,C00255,3954808.0
V38280205,200,2024,C00500,593221.2
V38280205,200,2024,C00032,395480.80000000005
V38280205,200,2024,C00033,5932212.0
